STATION,ADDRESS,LOCALITY,ALTADDRESS,LONG_GDA94,LAT_GDA94,LONG_GDA20,LAT_GDA20
JONDARYAN RURAL,DUKE STREET,JONDARYAN ,,151.59183183200003,-27.368633000999978,151.59183803300058,-27.36862030533616
JULATTEN RURAL,2 MT KOOYONG ROAD,JULATTEN ,,145.34041469200008,-16.594057816999964,145.34042244520168,-16.594044520145353
JUNDAH TOWN RURAL,28 MILES STREET,JUNDAH ,,143.05967543200006,-24.833627561999947,143.0596827709076,-24.833614185846706
KAIMKILLENBUN RURAL,MOFFAT STREET,KAIMKILLENBUN ,,151.4343058070001,-27.060633218999953,151.43431206130202,-27.06062050603335
KALAPA RURAL,BLACK MT ROAD,KALAPA ,,150.26772000000005,-23.51051999999993,150.26772676346624,-23.51050715135728
KALBAR RURAL,"GEORGE STREET, GEORGE STREET, KALBAR QLD 4309",KALBAR ,,152.62394100500012,-27.94080053299996,152.6239470235842,-27.940787941714415
KANDANGA RURAL,MULLER ROAD,DAGUN ,,152.67365753400009,-26.321738194999966,152.67366374735315,-26.32172559578377
KANDANGA RURAL,81 MAIN STREET,KANDANGA ,,152.68013465600006,-26.386633246999963,152.68014086077721,-26.386620648945684
KARARA RURAL,CORNER OF TOOWOOMBA ROAD AND TOWN ROAD,KARARA ,,151.56580000000008,-28.207449999999938,151.56580610344898,-28.207437308437697
KARRAGARRA ISLAND RURAL,11 NOYES PARADE,KARRAGARRA ISLAND ,,153.3701900000001,-27.636823999999933,153.37019597585038,-27.636811481155917
KENILWORTH RURAL,CORNER OF ANNE STREET AND PHILLIPS STREET,KENILWORTH ,,152.72666900000002,-26.594649999999945,152.7266751745361,-26.59463740822313
KENNEDY VALLEY RURAL,ELLERBECK ROAD,CARRUCHAN ,,145.93698000000006,-18.231429999999932,145.93698758978888,-18.231416758912328
KEPPEL SANDS RURAL,MUSA DRIVE,KEPPEL SANDS ,,150.7909519530001,-23.324065937999933,150.7909586892224,-23.324053135093177
KERRY RURAL,1488 KERRY ROAD,KERRY ,,153.0277400000001,-28.10481999999996,153.02774595332255,-28.104807450223102
KIEL MOUNTAIN ROAD RURAL,682 DIDDILLIBAH ROAD,KIELS MOUNTAIN ,,153.02534708500002,-26.64716471899993,153.02535322220115,-26.647152157443482
KILKIVAN RURAL,26 BLIGH STREET,KILKIVAN ,,152.24159397300002,-26.085668539999972,152.24160025872757,-26.08565589649489
KILLARNEY DISTRICT RURAL,IVY STREET,KILLARNEY ,,152.29721794900001,-28.33283884399998,152.29722395491868,-28.332826223699236
KIN KIN RURAL,59 MAIN STREET,KIN KIN ,,152.87516135700002,-26.262912539999945,152.87516755703746,-26.262899960333627
KOAH RURAL,249 KOAH ROAD,KURANDA ,,145.54976900100007,-16.876186304999976,145.5497767201423,-16.876173025058005
KOGAN AND DISTRICT RURAL,2 HIGH STREET,KOGAN ,,150.7569936210001,-27.03703991499998,150.7569999504831,-27.03702713903124
KOUMALA RURAL,BULL STREET,KOUMALA ,,149.24321305700005,-21.606490901999962,149.24322010150988,-21.606477948182985
KOWANYAMA RURAL,EDWARD RIVER ROAD,KOWANYAMA ,,141.7505221790001,-15.48333925199995,141.75053021960878,-15.483325725747445
KRAGRA MONOGORILBY RURAL,MONOGORILBY ROAD,MONOGORILBY ,,151.0104790360001,-26.052939066999954,151.01048545073422,-26.052926306499263
KURANDA MYOLA RURAL,203 MYOLA ROAD,KURANDA ,,145.60491163900008,-16.807542729999966,145.60491935985988,-16.8075294533213
KUREELPA RURAL,CORNER OF BULLOCK COURT,KUREELPA ,,152.89939000000004,-26.610089999999957,152.89939615480068,-26.610077425536858
KYBONG RURAL,BURRIDGE ROAD,KYBONG ,,152.735247887,-26.292868948999967,152.7352540975976,-26.292856355654944
KYNUNA RURAL,SCHOOL ROAD,KYNUNA ,,141.92050299100003,-21.576920048999966,141.92051065546,-21.576906581890324
LAMB ISLAND RURAL,4 LUCAS DRIVE,LAMB ISLAND ,,153.3735200000001,-27.63016799999997,153.37352597634526,-27.63015548144222
LANDSBOROUGH RURAL,49 MALENY ROAD,LANDSBOROUGH ,,152.95909870200012,-26.804461635999928,152.95910482651783,-26.80444906906021
LITTLE MULGRAVE RURAL,LITTLE MULGRAVE ROAD,MOUNT PETER,,145.7136571530001,-17.13585488299998,145.71366484212055,-17.135841616757464
LOCKYER WATERS RURAL,"LOT 18, ",LOCKYER WATERS ,,152.41655066200008,-27.45325308699995,152.41655676372642,-27.453240471471698
LOGAN VILLAGE RURAL,1464 WATERFORD-TAMBORINE ROAD,LOGAN VILLAGE ,,153.1010897980001,-27.786159735999945,153.10109578391064,-27.78614719109674
LOWER BEECHMONT RURAL,2 MIRANI STREET,LOWER BEECHMONT ,,153.23565400000007,-28.064348999999936,153.23565993558734,-28.06433647086675
LOWER MOUNT WALKER RURAL,1-13 MCCORMACK ROAD,LOWER MOUNT WALKER ,,152.51256000000012,-27.71178999999995,152.51256605934898,-27.711777395934643
LOWER SILVER VALLEY RURAL,CORNER OF SILVER VALLEY ROAD AND SHADY CREEK ROAD,INNOT HOT SPRINGS ,,145.28609353500008,-17.63312031199996,145.2861012144275,-17.633107020259708
LOWMEAD RURAL,CLAYTON ROAD,LOWMEAD ,,151.75352465900005,-24.533299212999964,151.75353117331954,-24.533286509904197
MACLEAY ISLAND RURAL,HIGH CENTRAL ROAD,MACLEAY ISLAND ,,153.3553310000001,-27.608930999999927,153.35533698102714,-27.608918479424393
MAIDENWELL AND DISTRICT RURAL,KINGAROY COOYAR RD,MAIDENWELL ,,151.79831664200003,-26.847891293999965,151.7983228828156,-26.84787861385868
MALAR BOOIE RURAL,113 HILLSDALE ROAD,KINGAROY ,,151.93730300000004,-26.539706999999964,151.93730926287841,-26.53969433071909
MANY PEAKS RURAL,CHERRY LANE,BUILYAN ,,151.3818550410001,-24.528829929999972,151.38186159089244,-24.52881719173012
MAPLETON RURAL,37 OBI OBI ROAD,MAPLETON ,,152.86284100000012,-26.626264999999933,152.8628471565771,-26.626252422018876
MARBURG DISTRICT RURAL,EDMOND STREET,MARBURG ,,152.58638617400004,-27.565159003999952,152.58639224354573,-27.56514640605325
MARIAN RURAL,MIRABELLAS ROAD,MARIAN ,,148.9352585680001,-21.12832580299994,148.93526568357618,-21.128312819158282
MARLBOROUGH RURAL,29 RAILWAY STREET,MARLBOROUGH ,,149.89185726000005,-22.814070649999962,149.89186412904593,-22.814057762318495
MARMOR RURAL,ROGERS STREET,MARMOR ,,150.70836759300005,-23.680207206999967,150.70837429845912,-23.680194399500923
MAROOCHY RIVER RURAL,11 BANYANDAH STREET,YANDINA ,,152.97210969000002,-26.559375924999983,152.97211584358064,-26.55936335740341
MARYVALE RURAL,5 PADDYS SWAMP ROAD,YEPPOON ,,150.62875000000008,-23.03221999999994,150.6287567816923,-23.0322071799013
MCEUEN RURAL,474 CUSHNIE ROAD,WONDAI ,,151.76126138400002,-26.31721365599998,151.76126769132907,-26.317200968090585
MCKINLAY TOWN RURAL,LANDSBOROUGH HIGHWAY,MCKINLAY ,,141.29044116700004,-21.271888445999934,141.29044890397563,-21.271874942752106
MIDGE POINT RURAL,BUNDERSON AVENUE,MIDGE POINT ,,148.70951479600012,-20.643909814999972,148.70952197518645,-20.643896808260394
MILLSTREAM SOUTH RURAL,WOOROORA ROAD,RAVENSHOE ,,145.43920509400004,-17.66594102199997,145.43921276081358,-17.665927741099434
MIRANI TOWN RURAL,LEICHHART STREET,MIRANI ,,148.8719352480001,-21.165962156999967,148.87194236508716,-21.165949168174187
MONTVILLE RURAL,WESTERN AVENUE,MONTVILLE ,,152.894537,-26.692461999999978,152.8945431451152,-26.69244942571103
MOORE LINVILLE RURAL,83 GEORGE STREET,LINVILLE ,,152.2741594580001,-26.83963761499996,152.27416564977966,-26.839624980697117
MOORE LINVILLE RURAL,19 MAIN STREET,MOORE ,,152.28978716200004,-26.89456330799993,152.28979334548424,-26.894550675656856
MOORE PARK RURAL,34 PALM VIEW DRIVE,MOORE PARK BEACH ,,152.26751600000011,-24.713082999999983,152.26752244506233,-24.713070347874563
MORETON ISLAND RURAL,46-48 WILLIAM LESLIE STREET,COWAN COWAN ,,153.3670400000001,-27.124792999999954,153.36704604154866,-27.124780476777822
MORETON ISLAND RURAL,84 MORETON STREET,MORETON ISLAND ,,153.3700412830001,-27.074685127999942,153.3700473305964,-27.07467260468435
MORETON ISLAND RURAL,73 GOONDALL STREET,KOORINGAL ,,153.42203400000005,-27.348976999999934,153.42204000715944,-27.348964484157978
MOTHAR MOUNTAIN TANDUR RURAL,HARTWIG ROAD,MOTHAR MOUNTAIN ,,152.76468293800008,-26.235709189999966,152.764689152585,-26.235696599117528
MOTHAR MOUNTAIN TANDUR RURAL,1583 NOOSA ROAD,TANDUR ,,152.77050103400006,-26.292285870999933,152.77050724108003,-26.29227328115019
MOUNT BINGA RURAL,"LOT 95,  LEASEA MOUNT ROAD",MOUNT BINGA ,,151.98367000000007,-27.00912999999997,151.98367620198292,-27.00911733891336
MOUNT CAMPBELL RURAL,WALKERS ROAD,ROCKMOUNT ,,152.01507000000004,-27.68366999999995,152.0150761171056,-27.683657347262077
MOUNT GARNET RURAL,AGATE STREET,MOUNT GARNET ,,145.12078118300008,-17.678578177999952,145.1207888700252,-17.678564875351363
MOUNT HALLEN RURAL,59 WINDSOR DRIVE,ESK ,,152.38643110400005,-27.343295990999934,152.38643722248182,-27.34328337165375
MOUNT KELLY RURAL,10 MOUNT KELLY DRIVE,MOUNT KELLY ,,147.3231300000001,-19.66048999999998,147.3231373732951,-19.660476873988348
MOUNT KILCOY SANDY CREEK RURAL,621 SANDY CREEK ROAD,MOUNT KILCOY ,,152.61279000000002,-26.880259999999964,152.6127961513232,-26.88024739923261
MOUNT LARCOM RURAL,50 POPENIA RD,MOUNT LARCOM ,,150.9829389250001,-23.80706860899994,150.98294559170495,-23.807055827706517
MOUNT MAURICE RURAL,MCGRATH ROAD,KIRKWOOD ,,151.21664241200006,-23.922131320999938,151.21664904470208,-23.92211856230796
MOUNT MEE RURAL,THOMAS ROAD,MOUNT MEE ,,152.76892800000007,-27.060415999999975,152.76893411267574,-27.060403416132075
MOUNT MOLLOY RURAL,MAIN STREET,MOUNT MOLLOY ,,145.336417352,-16.673194956999964,145.33642509958918,-16.673181660546707
MOUNT MORT RURAL,CORNER OF GREYS PLAINS ROAD AND ALPERS ROAD,MOUNT MORT ,,152.42473991200006,-27.802086567999936,152.42474596973878,-27.80207395602004
MOUNT NEBO RURAL,124 LINDSAY ROAD,MOUNT GLORIOUS ,,152.76829400000008,-27.33339399999994,152.7683000788182,-27.333381418234058
MOUNT SURPRISE RURAL,GULF DEVELOPMENT ROAD,MOUNT SURPRISE ,,144.32394369700012,-18.14534939999993,144.32395140424688,-18.145336048431247
MOUNT WALKER RURAL,ROSEWOOD-WARILL VIEW ROAD,MOUNT WALKER WEST ,,152.53584177300002,-27.780335314999945,152.535847821285,-27.780322713764786
MUDGEERABA RURAL,415 SPRINGBROOK ROAD,MUDGEERABA ,,153.32837200000006,-28.09643399999993,153.32837792124465,-28.096421480520142
MULGOWIE RURAL,BECKMAN ROAD,MULGOWIE ,,152.36235781900007,-27.729877080999984,152.36236389249612,-27.729864462345386
MUMBEANNA RURAL,CORNER OF HERRON ROAD AND EEL CREEK ROAD,PIE CREEK ,,152.61924261600007,-26.24116967799995,152.619248844696,-26.241157072757044
MUNGAR YERRA RURAL,20 KAURIE STREET,MUNGAR ,,152.5913623350001,-25.601630886999942,152.5913686436712,-25.60161827384367
MURPHYS CREEK RURAL,30 MURPHYS CREEK ROAD,MURPHYS CREEK ,,152.0527124340001,-27.458703380999964,152.05271857434516,-27.45869073012401
MUTDAPILLY RURAL,GIMPLES ROAD,MUTDAPILLY ,,152.65008215300008,-27.752823916999944,152.65008819224343,-27.752811326823085
MUTTABURRA RURAL,CORNISH STREET,MUTTABURRA ,,144.54906554100012,-22.59438595699993,144.54907290350744,-22.594372656742866
MYALL VALLEY RURAL,7 BECKMAN ST,KULPI,,151.6999169710001,-27.186899969999956,151.69992318197805,-27.186887283163472
NANKIN RURAL,SLEIPNER ROAD,NANKIN ,,150.6618400000001,-23.346869999999967,150.66184674532073,-23.34685718551452
NARANGBA RURAL,6 ROBERTS ROAD,NARANGBA ,,152.90187148300004,-27.184847074999936,152.90187756613008,-27.184834505365032
NEBO TOWN RURAL,REYNOLDS STREET,NEBO ,,148.69255065900006,-21.688346080999963,148.6925577411643,-21.688333081619497
NEERDIE RURAL,ANDERLEIGH STREET,NEERDIE ,,152.7568480000001,-26.00435299999998,152.75685424356803,-26.004340406476214
NIKENBAH RURAL,ALLBORG ROAD,NIKENBAH ,,152.80440873600003,-25.317236830999946,152.804415058001,-25.31722423663351
NOME DISTRICT RURAL,2 ALLIGATOR CREEK ROAD,ALLIGATOR CREEK ,,146.95305095600008,-19.388233644999957,146.95305837980533,-19.388220488408464
NOOSA NORTH SHORE RURAL,HOMEPORT ROAD,NORTH SHORE ,,153.04501900000002,-26.387771999999927,153.04502516735957,-26.387759438339135
NORMANTON RURAL,THOMPSON STREET,NORMANTON ,,141.07923653800003,-17.673145492999936,141.07924449762567,-17.67313194975768
NORTH DALLARNIL RURAL,ISIS HIGHWAY,DALLARNIL ,,152.04579578000005,-25.38279560799998,152.04580216822717,-25.382782939851502
NORTH GRANITE BELT RURAL,AMIENS THULIMBAH ROAD,STANTHORPE ,,151.94769507600006,-28.55102205999998,151.94770109437053,-28.551009407540516
NORTH MILLSTREAM RURAL,MILLSTREAM PARADE,MILLSTREAM ,,145.41955685000005,-17.652908801999956,145.4195645190985,-17.652895519628068
NUMINBAH VALLEY RURAL,2148 NERANG-MURWILLUMBAH ROAD,NUMINBAH VALLEY ,,153.22376912000004,-28.138586053999973,153.22377504734305,-28.13857352424572
OAK VALLEY RURAL,56 CHISHOLM TRAIL,OAK VALLEY ,,146.82290000000012,-19.415629999999965,146.8229074310807,-19.415616833828977
OCEAN VIEW RURAL,JAMES STREET,OCEAN VIEW ,,152.81571600000007,-27.13779599999998,152.81572209812202,-27.137783421400137
OGMORE RURAL,DEMPSEY STREET,OGMORE ,,149.663105878,-22.627301019999948,149.66311278592542,-22.627288110797032
ORCHID BEACH RURAL,NGKALA ROAD,ORCHID BEACH ,,153.31496138900002,-24.96113752499997,153.31496770515542,-24.961124979012467
ORMEAU RURAL,31 UPPER ORMEAU ROAD,ORMEAU ,,153.25947368800007,-27.80282191999993,153.2594796545566,-27.802809391224294
PALMWOODS RURAL,MARGARET ST,PALMWOODS ,,152.95702942000003,-26.687554070999965,152.95703555925058,-26.687541502919238
PALUMA RURAL,CORNER OF MOUNT SPEC ROAD AND SMITH CRESCENT,PALUMA ,,146.20678411400002,-19.007547356999964,146.20679162334824,-19.007534141895125
PAMPAS RURAL,"LOT 2,  GORE HIGHWAY",PAMPAS ,,151.41103227500003,-27.791263518999983,151.41103844552075,-27.79125080959149
PENTLAND TOWN RURAL,CORNER OF GILMORE STREET AND MILLS STREET,PENTLAND ,,145.39861700000006,-20.523699999999963,145.3986244505936,-20.523686740250106
PERANGA RURAL,32 DENHAM STREET,PERANGA ,,151.69473693200007,-27.146712520999984,151.69474314831157,-27.146699833353033
PERRY RIVER RURAL,GOODNIGHT ROAD,MORGANVILLE ,,151.9688000000001,-25.210789999999974,151.96880641579034,-25.210777323039178
PERRY SHIRE RURAL,ELLIOT STREET,MOUNT PERRY ,,151.64129016100003,-25.176463294999962,151.64129661262413,-25.17645058648187
EMU CREEK RURAL,PIERCES CREEK ROAD,CROWS NEST ,,151.99709893200009,-27.094031067999936,151.99710512235876,-27.0940184088794
PINE MOUNTAIN DISTRICT RURAL,2 RUSSELLS ROAD,PINE MOUNTAIN ,,152.71371234200012,-27.543529671999977,152.71371840047811,-27.543517086476555
PLANE CREEK RURAL,TARA CREEK ROAD,SARINA ,,149.14387270600002,-21.456051767999952,149.1438797732432,-21.456038804488262
PLANET DOWNS RURAL,"LOT 5, ",GREGORY ,,139.25638000000004,-18.648049999999955,139.25638803818705,-18.648036378642683
PRATTEN BONY MOUNTAIN RURAL,101 WHITE STREET,PRATTEN ,,151.78421568900012,-28.086482385999943,151.7842217826379,-28.08646971426196
PRENZLAU RURAL,278 SCHULZ ROAD,PRENZLAU ,,152.52624536300004,-27.51730861799996,152.5262514449813,-27.517296013749622
PURONO RURAL,PURONO PARKWAY,YABULU ,,146.58304960400005,-19.19763711099995,146.58305707067794,-19.197623925092362
RANGEWOOD RURAL,MT MARGARET DRIVE,RANGEWOOD ,,146.6361426960001,-19.312884763999932,146.63615014931838,-19.312871583006093
RAVENSBOURNE AND PERSEVERANCE RURAL,HAMPTON ESK ROAD,RAVENSBOURNE ,,152.12366179100002,-27.37348958299998,152.123667934035,-27.373476938312127
REDBANK CREEK RURAL,111 O'GRADY ROAD,ESK ,,152.35601000000008,-27.267649999999946,152.3560161310116,-27.267637377080238
REID RIVER RURAL,PLANT HILL ROAD,REID RIVER ,,146.8544720750001,-19.714377743999933,146.85447947873618,-19.714364582721217
RIDGEWOOD RURAL,CORNER OF POULSEN ROAD AND JUBILEE ROAD,CARTERS RIDGE ,,152.76435092400004,-26.451476097999944,152.76435711221856,-26.45146350881684
RIPLEY VALLEY RURAL,238 RIPLEY ROAD,RIPLEY ,,152.80382579100012,-27.69062195799995,152.80383182130421,-27.690609382587635
RIVER HEADS KINGFISHER RURAL,1 MCIVOR STREET,RIVER HEADS ,,152.914505608,-25.415593223999963,152.9145119074167,-25.415580641407924
ROADVALE RURAL,LOT 4 GRAY STREET,ROADVALE ,,152.68364560700002,-27.917226803999938,152.68365162197705,-27.91721421843639
ROCKSBERG MOORINA RURAL,1026 CABOOLTURE RIVER ROAD,ROCKSBERG ,,152.86462435300007,-27.124687995999977,152.86463044757858,-27.124675422169595
ROCKY POINT RURAL,269 SKOPPS ROAD,NORWELL ,,153.33776826200005,-27.775855073999935,153.3377742235115,-27.77584255295579
ROLLESTON RURAL,CNR BROWN STREET AND DAWSON HIGHWAY,ROLLESTON ,,148.62661701000002,-24.46376408499998,148.6266238295524,-24.463751102970463
ROLLINGSTONE RURAL,71 HERALD STREET,ROLLINGSTONE ,,146.40876378400003,-19.04498535299996,146.4087712757647,-19.044972152949498
ROSEDALE RURAL,2 CALLAGHAN STREET,ROSEDALE ,,151.91473684400012,-24.631070190999935,151.914743331926,-24.631057504116892
ROSEVALE RURAL,ELAVESOR DRIVE,ROSEVALE ,,152.49049000000002,-27.86785999999995,152.49049604235915,-27.867847394990267
RUPERTSWOOD RURAL,PROGRESS ROAD,RUPERTSWOOD ,,146.60158300000012,-19.328899999999976,146.6015904545316,-19.32888681657457
RUSSELL ISLAND RURAL,JACKSON ROAD,RUSSELL ISLAND ,,153.3752969740001,-27.65914803299995,153.37530294643523,-27.659135514851766
SAINT LAWRENCE RURAL,3 WILANGI STREET,ST LAWRENCE ,,149.5366670530001,-22.346881834999976,149.53667399993438,-22.346868912518488
SAMFORD RURAL,STATION ROAD,SAMFORD ,,152.88515600000005,-27.368450999999936,152.8851620619458,-27.368438430150892
SAMSONVALE RURAL,CORNER OF KOBBLE CREEK ROAD AND MT SAMSON ROAD,KOBBLE CREEK ,,152.83710100000008,-27.24924999999996,152.8371070819705,-27.249237424414115
SANDY RIDGES RURAL,1849 BURNETT HIGHWAY,SANDY RIDGES ,,152.025495255,-26.51389564599998,152.02550151180938,-26.51388298500087
SANDY STRAITS RURAL,7 SNAPPER DRIVE,POONA ,,152.9111429630001,-25.72071357699997,152.9111492256991,-25.72070099654919
SCRUBBY CREEK RURAL,147 CAMELLIA COURT,MILLMERRAN ,,151.05673879200003,-27.975903615999982,151.05674498003128,-27.975890874970496
SCRUBBY CREEK RURAL,32 CAMELIA COURT,MILLMERRAN ,,151.05673879200003,-27.975903615999982,151.05674498003128,-27.975890874970496
SEAFORTH TOWN RURAL,GEORGE STREET,SEAFORTH ,,148.967564637,-20.902084570999932,148.9675717715269,-20.902071587964347
SILVER SPUR RURAL,RALEIGH ROAD,SILVER SPUR ,,151.27593000000002,-28.900289999999984,151.27593605294967,-28.900277286523032
MOUNT BRISBANE RURAL,ALBERT STREET,SOMERSET DAM ,,152.551758252,-27.116913961999956,152.5517643806682,-27.116901357094306
SOUTH KOLAN RURAL,CHAMBERS ROAD,SOUTH KOLAN ,,152.18539615500003,-24.92715186399994,152.18540258290938,-24.92713920564646
SOUTH NANANGO RURAL,13760 D'AGUILAR HIGHWAY,NANANGO ,,151.97987867900008,-26.691698041999928,151.97988491935797,-26.691685378025085
SPEEWAH RURAL,CORNER OF SPEEWAH ROAD AND WILLIAM SMITH DRIVE,KURANDA ,,145.6008092510001,-16.87505695699997,145.6008169670259,-16.875043680611704
SPRINGBROOK RURAL,3 CARRICKS ROAD,SPRINGBROOK ,,153.26858900000002,-28.19508899999994,153.26859491510263,-28.195076475226656
STANMORE AND DISTRICT RURAL,COVE ROAD,STANMORE ,,152.79403000000002,-26.91196999999994,152.79403612842276,-26.911957417446462
STANTHORPE GROUP,CORNER OF MCKENZIE STREET AND NEW ENGLAND HIGHWAY,STANTHORPE ,,151.91676000000007,-28.65722999999997,151.91676600879137,-28.65721734538948
STANWELL RURAL,STANWELL WAROULA ROAD,STANWELL ,,150.3236023390001,-23.48479810899994,150.32360910011727,-23.484785265142214
STOCKYARD POINT RURAL,STOCKYARD HEIGHTS DRIVE,STOCKYARD ,,150.80555000000004,-22.81243999999998,150.80555678956847,-22.812427194177918
STONEY CREEK RURAL,WILKES ROAD,STONEY CREEK ,,152.7242986990001,-26.900420319999967,152.72430483615676,-26.90040773042864
STUART RIVER RURAL,BUNYA HIGHWAY,KINGAROY ,,151.81560235100005,-26.593447177999963,151.81560862015596,-26.593434497485422
SUGARLOAF RURAL,CORNER OF NEILSENS ROAD AND SUGARLOAF ROAD,STANTHORPE ,,152.0039708710001,-28.697123017999957,152.00397686488233,-28.697110372089483
SUNNYSIDE RURAL,HOMEBUSH ROAD,SARINA ,,149.07326493200003,-21.340432242999952,149.07327201613782,-21.34041927254853
SWAN AND EMU CREEK RURAL,TANNYMOREL MOUNT COLLIERY RD,TANNYMOREL ,,152.24805528700006,-28.29181387699998,152.24806130353997,-28.29180125158926
SWAN AND EMU CREEK RURAL,YANGAN KILARNEY ROAD,YANGAN ,,152.21609727300006,-28.197418528999947,152.2161033048268,-28.197405899744716
TAKURA RURAL,838 TORBANLEA ROAD,TAKURA ,,152.70604274800007,-25.318877863999944,152.70604907935703,-25.318865259882752
TALLEBUDGERA VALLEY RURAL,8 RUSTY COURT,TALLEBUDGERA VALLEY ,,153.37816359600004,-28.173324428999933,153.378169501804,-28.173311915185472
TALWOOD RURAL,CHURCH STREET,TALWOOD ,,149.47233485200002,-28.48439265199994,149.47234116209256,-28.484379773158043
TAMBORINE RURAL,2765 WATERFORD/TAMBORINE ROAD,TAMBORINE ,,153.12806897000007,-27.879898155999967,153.12807494101997,-27.879885614551906
TANBY RURAL,TANBY ROAD,TANBY ,,150.74752000000012,-23.22706999999997,150.74752675046665,-23.22705719232373
TANNUM RURAL,100 TANNUM SANDS ROAD,TANNUM SANDS ,,151.36822979300007,-23.96055970499998,151.3682364075402,-23.96054696078653
TAROMEO RURAL,CORNER OF HART STREET AND BOWMAN ROAD,KINGAROY ,,152.10150499000008,-26.882790727999975,152.10151119471502,-26.882778077281
TARZALI RURAL,THIRD AVENUE,TARZALI ,,145.60295643900008,-17.426304654999967,145.6029641131761,-17.42629138346437
TEEWAH RURAL,CORNER OF STARGAZER STREET AND MULLOWAY STREET,NOOSA NORTH SHORE ,,153.0623065850001,-26.278583142999935,153.06231276411123,-26.278570582198306
THALLON TOWN RURAL,PINE STREET,THALLON ,,148.8659400240001,-28.63679316699995,148.86594638797428,-28.63678023773325
THE PALMS RURAL,PALM DRIVE,THE PALMS ,,152.59008977200006,-26.201336975999936,152.59009600848998,-26.201324367559604
THEEBINE RURAL,THEEBINE ROAD,THEEBINE ,,152.54455684100003,-25.945595701999935,152.5445631129837,-25.94558308701302
THORNTON PEAK RURAL,TEE TREE ROAD,DIWAN ,,145.40354711400005,-16.202499586999977,145.40355489234312,-16.202486291144492
TIARO RURAL,COPENHAGEN STREET,TIARO ,,152.58363574400005,-25.732358321999982,152.5836420377395,-25.73234570914051
TINNANBAR RURAL,36 BORONIA DRIVE,TINNANBAR ,,152.95601521300011,-25.75865730299995,152.9560214666332,-25.75864472734271
TIRROAN RURAL,18 TABLELAND ROAD,GIN GIN ,,151.92542267800002,-25.00221804499995,151.92542912215634,-25.00220536217435
TOOGOOM RURAL,28 SHELLCOTT STREET,TOOGOOM ,,152.6928718690001,-25.25666736599993,152.69287820908926,-25.256654760071683
TOORBUL RURAL,22 FIRST AVENUE,TOORBUL ,,153.09837478800011,-27.033358521999958,153.09838086935633,-27.033345970865323
TRAVESTON RURAL,TRAVESTON ROAD,TRAVESTON ,,152.78294722400005,-26.321500053999955,152.78295342623846,-26.321487465621722
TURKEY BEACH RURAL,WORTHINGTON ROAD,TURKEY BEACH ,,151.6508753390001,-24.07921228899994,151.65088191428256,-24.07919957241506
UPPER FLAGSTONE RURAL,1785 UPPER FLAGSTONE CREEK ROAD,UPPER FLAGSTONE ,,151.98780378200001,-27.617355285999963,151.98780991014,-27.617342630113814
UPPER FLAGSTONE RURAL,120 FLAGSTONE CREEK ROAD,UPPER FLAGSTONE ,,152.0008326950001,-27.609686599999975,152.0008388226511,-27.60967394530857
VALDORA YANDINA CREEK RURAL,269 VALDORA ROAD,VALDORA ,,153.00725557900012,-26.54980118499998,153.00726173015204,-26.549788620848982
VERRIERDALE RURAL,478 VERRIERDALE ROAD,VERRIERDALE ,,152.99821732300006,-26.48400838799995,152.998223483231,-26.483995822415324
VICTORIA PLAINS RURAL,VICTORIA PLAINS ROAD,VICTORIA PLAINS ,,149.00013132100003,-21.18492995799994,149.00013842595965,-21.18491698008103
WALLAVILLE RURAL,51 PRATTS ROAD,GIN GIN ,,152.00432833600007,-25.045866270999966,152.00433476749726,-25.04585359611544
WALSH RIVER RURAL,WALSH RIVER ROAD,WATSONVILLE ,,145.3412408160001,-17.349443967999946,145.34124851299316,-17.34943067764304
WAMURAN RURAL,12 OLD NORTH ROAD,WAMURAN ,,152.86088200000006,-27.04143199999993,152.86088810533724,-27.041419425134695
WARRA RURAL,THORN STREET,WARRA ,,150.91987739800004,-26.92961155699993,150.91988372235167,-26.929598795121745
