STATION,ADDRESS,LOCALITY,ALTADDRESS,LONG_GDA94,LAT_GDA94,LONG_GDA20,LAT_GDA20
WARRILL VIEW RURAL,CORNER OF ROSEWOOD ROAD AND BATH ROAD,WARRILL VIEW ,,152.61443000000008,-27.82478999999995,152.6144360341446,-27.824777406864506
WARTBURG RURAL,300 DEEPWATER ROAD,DEEPWATER ,,151.9652528260001,-24.426434729999983,151.96525933265292,-24.426422046289286
WASP CREEK RURAL,66 COLEMAN ROAD,COOMERA ,,153.36373736500002,-27.837865273999967,153.3637433157162,-27.837852756084224
WATTLE CAMP RURAL,548 WATTLECAMP ROAD,NANANGO ,,151.9839090590001,-26.457647018999978,151.9839153268012,-26.45763435354521
WERANGA GORANBA RURAL,"LOT 32A,  FAGANS ROAD",TARA ,,150.69531700000005,-27.279916999999955,150.69532330842765,-27.27990422031432
WEST PITTSWORTH RURAL,7 TIP ROAD,PITTSWORTH ,,151.60772853100002,-27.721288621999975,151.6077346882056,-27.721275930613555
WEST WOOMBYE RURAL,JACKSONS ROAD,WEST WOOMBYE ,,152.9187770000001,-26.66925199999997,152.91878314547836,-26.669239427946962
WESTOWE RURAL,SPRING VALLEY ROAD,YARWUN ,,151.13414000000012,-23.868759999999952,151.13414664613202,-23.86874723319914
WESTWOOD RURAL,"LOT 90, CAPRICORN HIGHWAY",WESTWOOD ,,150.15583866800011,-23.62684102999998,150.15584542943122,-23.6268281723483
WIDGEE DISTRICT RURAL,GYMPIE-WOOLOOGA ROAD,WIDGEE ,,152.43816413600007,-26.20167909399993,152.43817038788023,-26.201666470622307
WILKIE CREEK RURAL,"MOONIE HIGHWAY, VIA HALIFORD",DALBY ,,150.99468032200002,-27.317860682999935,150.99468659360454,-27.31784793108001
WILLOWS RURAL,WILLOWS ROAD,WILLOWS ,,147.53791292300002,-23.737976664999962,147.5379199151612,-23.737963589459074
WINFIELD RURAL,253 ROCKY POINT ROAD,WINFIELD ,,152.01225197400004,-24.52268877299997,152.01225846519122,-24.522676094601042
WITHCOTT RURAL,MEADOWS ROAD,WITHCOTT ,,152.02039573700006,-27.55913081999995,152.02040186866023,-27.55911816679659
WOLFRAM ROAD RURAL,228 PARISE ROAD,DIMBULAH ,,145.0691526290001,-17.127334254999937,145.0691603599743,-17.127320944171462
WOLVI DISTRICT RURAL,"LOT 1, ",WOLVI ,,152.8491120000001,-26.15184258599993,152.8491182162859,-26.151830002842548
WONDECLA RURAL,5 FLAGGY CREEK ROAD,WONDECLA ,,145.3980530980001,-17.426259624999943,145.39806078554534,-17.42624633921564
WONGA BEACH RURAL,11 OLEANDER DRIVE,WONGA BEACH ,,145.4117547290001,-16.35870266099994,145.4117624952823,-16.358689367050648
WOODBURY RURAL,CNR FARNBOROUGH AND WOODBURY RD,WOODBURY ,,150.69126334400005,-23.021154250999928,150.691270121368,-23.021141436489607
WOODGATE RURAL,150 ACACIA STREET,WOODGATE ,,152.55793972000004,-25.103837358999954,152.55794609134557,-25.10382473850154
WOODHILL RURAL,LOT 2 MT LINDSAY HIGHWAY,CEDAR GROVE ,,152.99146875400004,-27.87553775799995,152.99147474050415,-27.875525202785543
WOODLEA RURAL,28 EDWARDS ROAD,GATTON ,,152.2862100000001,-27.59316999999993,152.28621609862464,-27.593157372835876
WOOLOOGA RURAL,WIDE BAY HIGHWAY,LOWER WONGA ,,152.48445954900012,-26.090329401999952,152.48446580960166,-26.090316782269696
WOWAN RURAL,RAILWAY AVENUE,WOWAN ,,150.19705509300002,-23.906476452999982,150.19706182128283,-23.906463601312016
YANDARAN RURAL,SOUTH LITTABELLA ROAD,YANDARAN ,,152.1131973470001,-24.719731336999928,152.113203805908,-24.719718669957643
YANDINA NORTH ARM RURAL,11 MONAK ROAD,YANDINA ,,152.95293366200008,-26.51590160199993,152.9529398229316,-26.515889032135274
YARAKA RURAL,QUILP ST & YARAKA/EMMOT RD,YARAKA ,,144.07643010800007,-24.88529353399997,144.07643733996187,-24.885280221222146
YENGARIE RURAL,MUNGAR ROAD,YENGARIE ,,152.60482628400007,-25.552104878999955,152.60483259728483,-25.55209226677032
YULEBA RURAL,PERRY STREET,YULEBA ,,149.38178300000004,-26.616566999999975,149.3817895225636,-26.61655409882524
ALLORA DISTRICT RURAL,"MUIR STREET, ALLORA QLD 4362",,,151.98470893700005,-28.034778109999934,151.98471501462106,-28.03476545708653
ARMIES RURAL,"ARMSTRONG BEACH ROAD, ARMSTRONG BEACH QLD 4737",,,149.28238945400005,-21.44879754899995,149.2823965106428,-21.44878459719743
BALLOGIE RURAL,"LOT 34, ",,,151.55812939400005,-26.357225394999944,151.5581357175672,-26.357212688120608
BROOWEENA DISTRICT  RURAL,THIRTY-ONE RD,DOONGUL,,152.3680916180001,-25.49966436899996,152.36809796082153,-25.499651733095384
CONONDALE RURAL,"MALENY KENILWORTH ROAD, CONONDALE QLD 4552",,,152.71647408800004,-26.72947010599995,152.7164802470307,-26.729457514289535
GREGORY RIVER RURAL,"LOT 49, ",,,152.254770365,-25.068505990999938,152.2547767697134,-25.068493340539018
HAPPY VALLEY RURAL,YIDNEY DRIVE HAPPY VALLEY 4650,,,153.19935248100012,-25.33767938899996,153.1993587622304,-25.337666834386724
ILKLEY AND DISTRICT RURAL,"LOT 36, ",,,153.04433148700002,-26.72611999999998,153.04433761241307,-26.726107440980957
NOBBY RURAL,11 TOOTH STREET,NOBBY ,,151.90261903300006,-27.85547378299998,151.90262514156464,-27.855461120792658
LAURA RURAL,GLADWELL COURT,LAURA,,144.44673099600004,-15.560164244999953,144.44673887635133,-15.560150879487171
MARTON RURAL,UNIT STREET,COOKTOWN,,145.17780564500003,-15.451287246999982,145.17781349143715,-15.451273929210284
POISON CREEK RURAL,MINKE ROAD,COOKTOWN,,145.16043682800012,-15.453019363999942,145.16044467529423,-15.45300604504337
ROSSVILLE RURAL,CEDAR ROAD,ROSSVILLE,,145.2575201300001,-15.746048997999935,145.25752795046134,-15.746035688186417
TAMBORINE MOUNTAIN RURAL,126 MAIN WESTERN RD,NORTH TAMBORINE ,,153.18042910200006,-27.93639522099994,153.18043506007095,-27.93638268527883
GLEN APLIN RURAL,"LOT 418, WALTERS ROAD",GLEN APLIN,,151.87658716200008,-28.736967535999952,151.8765931655488,-28.73695487815028
GREENBANK RURAL,133 TEVIOT ROAD,GREENBANK,,152.9834734310001,-27.72786844199993,152.9834794370958,-27.72785588482259
HURDLE GULLY BAILEY RURAL,367 AIRPORT ROAD,MONTO,,151.0953226680001,-24.892521520999935,151.0953292046112,-24.892508758982235
LIME HILLS ELLIOT RURAL,"LOT 138, GLENN ROAD",WOODSTOCK,,146.83692418700002,-19.589507219999973,146.8369316025118,-19.589494056349398
LAGOON POCKET RURAL,"LOT 1, MARY VALLEY ROAD",LAGOON POCKET,,152.66365749300007,-26.27129909399997,152.66366371351504,-26.27128649338918
CLARE RURAL,28 NELSON STREET,CLARE,,147.22666352500005,-19.785297696999976,147.2266708947942,-19.785284564615125
PUMICESTONE RURAL,55 ALICE STREET,DONNYBROOK ,,153.06908329300006,-27.003539022999973,153.06908938117263,-27.00352646868124
MOUNT FORBES RURAL,CHAMPIONS WAY,WILLOWBANK ,,152.66844708600001,-27.692882046999955,152.6684531307334,-27.692869458168797
FORDSDALE RURAL,1355 GATTON CLIFTON ROAD,MOUNT WHITESTONE,,152.15883498000005,-27.666099207999935,152.15884108355033,-27.66608656902515
LEFT HAND BRANCH RURAL,,,,152.23392396000008,-27.733151048999957,152.2339300471287,-27.73313841784509
JUNCTION VIEW RURAL,MOUNT SYLVIA ROAD,JUNCTION VIEW,,152.18966870200006,-27.79380372299994,152.18967478652613,-27.793791088020043
CROWS NEST RURAL,LOT 18 TIMBER STREET,CROWS NEST,,152.05386008900007,-27.27856060099998,152.05386625104285,-27.27854794881327
ADELAIDE PARK RURAL,724A ADELAIDE PARK ROAD,ADELAIDE PARK,,150.68840397500003,-23.086048412999958,150.6884107457249,-23.08603559876836
TIRROAN RURAL,TOBINS SHORTCUT ROAD,HORSE CAMP,,151.87578813200003,-25.09311299099994,151.87579457044677,-25.093100304155815
AGNES WATER RURAL,2863 ROUND HILL ROAD,AGNES WATER,,151.89317135800002,-24.219985176999955,151.89317789495806,-24.21997248467447
MOUNT BLACKWOOD RURAL,3022 BRUCE HIGHWAY,KUTTABUL ,,148.92122099100004,-21.05168092699995,148.9212281149931,-21.051667941337417
STANAGE RURAL,131 BANKSIA ROAD,STANAGE,,150.04564317200004,-22.136573796999983,150.0456500969221,-22.136560917218052
MOUNT FOX RURAL,2957 MUONT FO ROAD,MOUNT FOX,,145.7940348290001,-18.819479241999943,145.7940423828451,-18.819465995717866
NERIMBERA RURAL,26 STOVER ROAD,NERIMBERA,,150.59532273000002,-23.401551222999956,150.5953294754576,-23.40153840293024
GAETA RURAL,Lot 100 Gaeta Road,Gaeta,,151.58938684600002,-24.879772728999967,151.5893933365048,-24.879760013149866
IMAGE FLAT COOLOOLABIN RURAL,368 KIAMBA ROAD,KIAMBA,,152.91361916100004,-26.566046451999966,152.91362531977663,-26.566033878605708
BUTLERVILLE RURAL,TARGINNIE ROAD TARGINNIE 4694,,,151.09474713600002,-23.754325214999938,151.0947537982619,-23.75431244360344
COEN RURAL,20 SHEPHARD STREET,COEN,,143.19847999,-13.945928060999961,143.198488044045,-13.945914603820935
ARCHER ULAM RURAL,924 UPPER ULAM ROAD,BAJOOL,,150.54468900000006,-23.63746699999996,150.54469572491604,-23.637454177294188
THE CAVES RURAL,22 BARMOYA ROAD,THE CAVES,,150.46132760000012,-23.176054799999974,150.46133438129485,-23.176041965958213
SCOTT RURAL,1032 WOODSTOCK RD,GIRU,,147.03446200000008,-19.571700999999962,147.0344694023301,-19.571687851130363
GOOMERI RURAL,35 MOORE ST,GOOMERI,,152.06739842100012,-26.181626361999975,152.06740471300472,-26.181613702383565
WALLUMBILLA RURAL,1-3 RUSSELL ST,WALLUMBILLA,,149.19132491000005,-26.582397269999944,149.19133145641104,-26.582384352275614
WALLANGARRA RURAL,,WALLANGARRA,,151.93091500000003,-28.92051399999997,151.93092097456753,-28.92050134878138
CANUNGRA RURAL,2092 BEAUDESERT NERANG RD,CANUNGRA,,153.17223926200006,-28.020999012999937,153.17224521012847,-28.020986477115798
NORTH STRADBROKE ISLAND RURAL,9 HEXTON ST,AMITY POINT,,153.4422296570001,-27.398325701999966,153.44223565569575,-27.39831318860862
CHARTERS TOWERS RURAL,19 BURDEKIN ST,RICHMOND HILL,,146.26763084800007,-20.066771664999976,146.26763826713227,-20.066758463216292
CLOYNA RURAL,37 CLOYNA RD,CLOYNA,,151.8413296440001,-26.107924311999966,151.84133596771218,-26.10791163006114
COOYAR DISTRICT RURAL,6 FERGUS ST,COOYAR,,151.83228982900005,-26.981286616999967,151.83229605035746,-26.98127394116516
FEDERAL RURAL,25 MIDDLE CREEK RD,FEDERAL,,152.79363515600005,-26.392117542999983,152.79364134849678,-26.39210495625127
IRONGATE ROSSVALE RURAL,JONDARYN/MT TYSON ROAD,MT TYSON,,151.57090703000006,-27.572571799999935,151.5709132090021,-27.57255910395894
LAKE EACHAM RURAL,MOORE ROAD,LAKE EACHAM,,145.6505960830001,-17.311647810999943,145.6506037627947,-17.311634541825207
MACLAGAN RURAL,BUNYA MOUNTAINS/MACLAGAN ROAD,MACLAGAN,,151.63270853500012,-27.083940086999974,151.63271476538378,-27.083927392963687
MAJOR CREEK RURAL,MAJOR CREEK ROAD,MAJOR CREEK,,146.90065928,-19.59863452999997,146.90066669000385,-19.59862137122635
MUNGALLALA RURAL,REDFORD RD,MUNGALLALA,,147.54312923400005,-26.44757687899994,147.54313596959975,-26.447563825467657
MUTCHILBA RURAL,79 MARSTERSON ST,MUTCHILBA,,145.2080391510001,-17.138269640999965,145.20804687227172,-17.13825633971095
PECHEY GROOMSVILLE RURAL,ACRES RD,GROOMSVILLE,,151.97813873000007,-27.30826647999993,151.978144896585,-27.308253820748156
RATHDOWNEY RURAL,2 RUNNING CREEK RD,RATHDOWNEY,,152.8654377900001,-28.21073801999995,152.8654437478079,-28.210725454806607
RIVERLEIGH RURAL,COONAMBULA EIDSVOLE RD,RIVERLEIGH,,151.21197637000012,-25.584281869999927,151.21198281747147,-25.584269124424644
SAUNDERS BEACH RURAL,SAUNDERS BEACH RD,SAUNDERS BEACH,,146.60282835500004,-19.15826058199997,146.60283582347515,-19.15824739722647
TINAROO RURAL,TINAROO FALLS DAM RD,TINAROO,,145.54366361300004,-17.17244169199995,145.5436713102185,-17.172428414161097
TOOGOOLAWAH RURAL,CRESSBROOK ST,TOOWOOLAWAH,,152.37774304700008,-27.086665681999932,152.3777491978236,-27.086653059771542
ABBOT POINT RURAL,BRUCE HWY,BOWEN,,148.12059939000005,-20.008043504999932,148.12060667285024,-20.00803044478628
ALLANDALE RURAL,291 EVANS RD,MILFORD,,152.70439610100004,-28.023252756999966,152.70440210036344,-28.023240174323664
BAMBAROO RURAL,BAMBAROO RD,BAMBAROO,,146.19002402500007,-18.86741458499995,146.19003154677281,-18.86740136749675
BARAMBAH RURAL,CNR MUNUMBAR AND MAIN CREEK RD,BARAMBAH,,152.27618360500003,-26.39699341399995,152.27618984993936,-26.39698077636021
BLUEWATER ESTATES RURAL,353 FORESTRY ROAD,BLUEWATER PARK,,146.5234447250001,-19.198141930999952,146.52345219597368,-19.198128740686382
BOOLBOONDA RURAL,3064 GIN GIN MOUNT PERRY RD,BOOLBOONDA,,151.69412964800006,-25.065635493999935,151.6941361071909,-25.06562278959828
BOWEN DELTA RURAL,LINLEY STREET,MERINDA,,148.1685126120001,-20.014512563999972,148.16851989064355,-20.014499507701004
BRYDEN RURAL,2 MACFARLANE RD,BRYDEN,,152.58196253900007,-27.26550765999997,152.58196864613848,-27.265495059249456
BUNGADOO AND DISTRICT RURAL,2359 BUCCA RD,BULLYARD,,152.06178324600012,-24.950808837999944,152.06178968300352,-24.950796167879048
DALVEEN RURAL,PINE CRESCENT,DALVEEN,,151.97294421700008,-28.49031485599994,151.97295023999095,-28.490302205499322
DAVIES CREEK RURAL,SABIN ROAD EAST,MAREEBA,,145.51940563900007,-16.99410898499997,145.5194133511904,-16.994095703950332
EAST NANANGO RURAL,BRIGHTS RD,EAST NANANGO,,152.0257543790001,-26.67775015899997,152.02576061623458,-26.677737499333304
EINASLEIGH RURAL,DAINTREE RD,EINASLEIGH,,144.09441128700007,-18.51345656199993,144.09441898437424,-18.51344319877207
FELTON BROXBURN RURAL,HOMESTEAD RD,FELTON,,151.67456976800008,-27.782993101999978,151.67457591045252,-27.78298041744233
GLADFIELD MARYVALE RURAL,81 MARYVALE RD,MARYVALE,,152.24097924300008,-28.067432621999956,152.24098528814451,-28.06741999415023
GLENRAE RURAL,385 MUNDUBBERA DURONG RD,BOYNEWOOD,,151.30189448900012,-25.60732393199993,151.30190092489025,-25.60731119500332
GREENVALE TOWN RURAL,REDBANK DRIVE,GREENVALE,,144.98323112900005,-19.002421813999945,144.98323872727423,-19.00240851318021
GROPER CREEK RURAL,1305 GROPER CREEK RD,GROPER CREEK,,147.52999060600007,-19.690834692999942,147.5299979612619,-19.690821583298586
HAMPTON RURAL,CNR HAMPTON RD AND THOMAS ST,HAMPTON,,152.06782919800003,-27.356255560999955,152.06783534913646,-27.35624291077598
JERICHO RURAL,6 TYNDALL ST,JERICHO,,146.12707508500011,-23.60437779399996,146.12708222108375,-23.604364611047934
LEYBURN RURAL,PERCEVAL ST,LEYBURN,,151.58346397000003,-28.015576739999972,151.58347009458075,-28.015564048615488
MAROON RURAL,BOONAH RATHDOWNEY RD,MAROON,,152.7139831940001,-28.17266220999994,152.713989173462,-28.17264962944306
MASSIE RURAL,111 MASSIE BONY MOUNTAIN RD,MASSIE,,151.94390542200006,-28.14866021399996,151.94391149023326,-28.148647558049074
MENA CREEK RURAL,INNISFAIL JAPOON RD,GERMANTOWN,,145.95629284000006,-17.65121759599998,145.95630047371566,-17.651204351360867
MILLAROO DALBEG RURAL,2 CARTYS STREET,MILLAROO,,147.27859629500006,-20.058504769999956,147.27860363737187,-20.058491643910557
MONDURE DISTRICT RURAL,KAWL KAWL RD,MONDURE,,151.77332375900005,-26.181414115999928,151.7733300810235,-26.181401428153293
MOUNT NEBO RURAL,MT NEBO RD,MOUNT NEBO,,152.78220571600002,-27.395750994999958,152.78221178555378,-27.395738415110202
MOWBRAY VALLEY RURAL,MOWBRAY RIVER RD,MOWBRAY,,145.47563621900008,-16.567551247999972,145.47564396585827,-16.567537960262765
MUNGORE RURAL,SALESYARD RD,BIGGENDEN,,152.04324602200006,-25.513748791999944,152.04325239515452,-25.5137361246671
OBI OBI RURAL,856 OBI OBI RD,OBI OBI,,152.80893505400002,-26.647420456999953,152.80894121354143,-26.647407873818157
ORANGE HILL RURAL,CARNARVON HWY,ORANGE HILL,,148.79287052900008,-26.496110552999937,148.7928771267032,-26.49609760101063
ROUND MOUNTAIN RURAL,RIVERWAY DR,KELSO,,146.73316121200003,-19.408675589999973,146.73316865026663,-19.40866241704628
GEMFIELDS RURAL,SAPPHIRE RUBYVALE RD,GEMFIELDS,,147.69935309200002,-23.421487019999972,147.69936009847885,-23.421473954573777
SEVERNLEA WEST RURAL,SCUDERI LANE,SEVERNLEA,,151.88966185300012,-28.708170449999955,151.88966785860433,-28.708157793181925
STONE RIVER RURAL,STONE RIVER RD,UPPER STONE,,145.9617952870001,-18.725303457999928,145.96180283629607,-18.725290222864317
STONEHENGE RURAL,5 BRITFORD ST,STONEHENGE,,143.28386740200006,-24.35348326899998,143.28387475303458,-24.35346990261694
TABLELANDS RURAL,CROWNTHORPE RD,TABLELANDS,,151.9323256230001,-26.171014688999946,151.93233193002385,-26.17100201629009
TAMBO TOWN RURAL,12 STAR ST,TAMBO,,146.2556113920001,-24.883544580999967,146.25561840492227,-24.88353141762435
TAROME RURAL,1013 TAROME RD,TAROME,,152.4485086840001,-27.98604631799998,152.44851471626816,-27.986033709793553
TORRENS CREEK TOWN RURAL,26 TORRENS ST,TORRENS CREEK,,145.01955686500003,-20.76856771699994,145.01956432703878,-20.76855443330098
TUMOULIN RURAL,KYNARA ST,TUMOULIN,,145.4535312170001,-17.565233125999953,145.45353889045856,-17.565219845237426
WINDORAH RURAL,1 ALBERT ST,WINDORAH,,142.652099947,-25.420781956999974,142.65210728616222,-25.42076856134136
WOOLOOGA RURAL,11 CHAMBERLAIN ST,WOOLOOGA,,152.39068838000003,-26.054316695999944,152.39069465440232,-26.054304066787186
YABBA CREEK RURAL,1484 YABBA CREEK RD,LAKE BORUMBA,,152.5840873410001,-26.506142900999976,152.58409354106462,-26.50613029441298
BLUEWATER RURAL,TOOLAKEA BEACH ROAD,TOOLAKEA ,,146.58184816800008,-19.146390521999933,146.58185563897155,-19.146377335570477
BARRINE RURAL,10 OLD BOAR ROAD,BARRINE,,145.61018668400004,-17.215215731999933,145.61019437371755,-17.215202459171778
BILYANA RURAL,BLUFF ROAD,BILYANA,,145.91868012300006,-18.11400421199994,145.91868772321004,-18.11399096861069
CHARLEVILLE RURAL,95 GALATEA STREET,CHARLEVILLE,,146.24125452600003,-26.40141573799997,146.24126140541387,-26.401402585498413
CLEVEDON RURAL,4 RILEY ROAD,CAPE CLEVELAND,,147.03408499300008,-19.36213159299996,147.03409241305906,-19.36211844233131
CROSSDALE RURAL,MCKEY ROAD,CROSSDALE,,152.52904578900007,-27.19895527999995,152.52905190998436,-27.198942673508395
FACING ISLAND SOUTH RURAL,SEA BELLE ESPLANADE,GLADSTONE HARBOUR,,151.37297085000012,-23.87666696599996,151.3729774734114,-23.876654221539336
GUNUNA RURAL,3 LARDIL STREET,GUNUNA,,139.17234259200006,-16.662597139999946,139.1723507290649,-16.662583499016197
HEBEL RURAL,46 WILLIAM STREET,HEBEL,,147.79556609300005,-28.97328328499998,147.79557254812414,-28.973270270837297
PRAIRIE TOWN RURAL,26 VOLL STREET,PRAIRIE,,144.60285398300005,-20.870211465999944,144.60286147116923,-20.870198155270554
SEAFORTH DISTRICT RURAL,16 MIERS ROAD,SEAFORTH,,148.96169936600006,-20.941372847999958,148.9617064972563,-20.941359864803026
SEYMOUR RURAL,120 JONES ROAD,BEMERSIDE,,146.18527362800012,-18.54294085899994,146.18528117599982,-18.54292763840802
THE GLEN RURAL,73 ROCKLAND ROAD,LESLIE DAM,,151.90819634500008,-28.30047138799995,151.90820239864456,-28.30045872980042
TINBEERWAH AND DISTRICT RURAL,863 SUNRISE ROAD,TINBEERWAH ,,152.98285830400005,-26.403849940999976,152.98286447571573,-26.40383737323295
TOOBANNA RURAL,45-47 MCILWRATH ST,INGHAM,,146.1573410960001,-18.65264891399994,146.15734863722722,-18.6526356923149
VILLENEUVE RURAL,"LOT 1,  TERRAGON ROAD",VILLENEUVE ,,152.6494227390001,-26.969945379999956,152.64942887544697,-26.969932783566396
BOOIE RISE RURAL,7 MALAR CRESCENT,BOOIE,,151.97650585200006,-26.581199829999946,151.9765121058757,-26.581187164819486
BATTLE CREEK RURAL,,BATTLE CREEK,,145.1936892660001,-17.694850332999977,145.19369694696616,-17.69483703545615
RAVENSWOOD TOWN RURAL,,RAVENSWOOD,,146.8896753140001,-20.091944999999953,146.88968268327116,-20.09193184454728
MOUNT ALFORD RURAL,2 MULHOLLAND ROAD,MOUNT ALFORD ,,152.59654783500002,-28.065254617999983,152.59655384100347,-28.06524202498361
BRACKER CREEK RURAL,1766 TOBACCO ROAD,COOLMUNDA,,151.212783015,-28.478627831999972,151.21278912586138,-28.478615109375
BONOGIN VALLEY RURAL,660 BONOGIN ROAD,BONOGIN ,,153.3339030200001,-28.15256908699996,153.33390893337875,-28.152556568521913
BIRNAM RURAL,3074 BEAUDESERT/BEENLEIGH ROAD,BIRNAM ,,153.0776840950001,-27.93462210299998,153.07769006454924,-27.934609556908196
COONARR RURAL,165 HERBERT HALL ROAD,COONARR,,152.4725984150001,-24.976296659999946,152.47260480964542,-24.976284030070428
HAZELDEAN RURAL,3856 ESK KILCOY ROAD,HAZELDEAN ,,152.55251150000004,-27.011875287999942,152.55251764149907,-27.01186268233442
WIVENHOE POCKET RURAL,120 LOCKYER VIEW ROAD,WIVENHOE POCKET ,,152.6152722610001,-27.410079494999934,152.61527834668013,-27.410066898680732
KUNIOON HODGLEIGH RURAL,119 MCNAMARA ROAD,KUNIOON,,151.9414771160001,-26.673264168999935,151.94148336256407,-26.673251501185305
BRIGALOW RURAL,2 STOTT STREET,BRIGALOW,,150.78927080300002,-26.841753533999963,150.7892771512724,-26.8417407594401
DULACCA RURAL,28 GLYNN AVENUE,DULACCA,,149.76024121900002,-26.64391642199996,149.76024769845293,-26.64390355382529
HUNGERFORD RURAL,CNR TORRENCE PARADE AND HANSON STREET,HUNGERFORD,,144.40840443500008,-28.995345072999953,144.40841129775686,-28.99533181303615
YOWAH OPAL FIELDS RURAL,20 HARLEQUIN DRIVE,YOWAH,,144.6362039060001,-27.971297257999936,144.63621082825395,-27.971284005455782
VETERAN RURAL,590 SANDY CREEK ROAD,VETERAN ,,152.7012615650001,-26.135401505999937,152.70126779823337,-26.135388908019085
PUMICESTONE RURAL,"LOT 100, PANORAMA COURT",ELIMBAH,,152.97705648900012,-27.030688846999965,152.97706258344638,-27.030676283661347
TINANA RURAL,396 TEDDINGTON ROAD,TINANA SOUTH,,152.67008136200002,-25.58770778199994,152.67008766458608,-25.587695176506674
COOROIBAH RURAL,4 OLD TEWANTIN ROAD,COOROIBAH,,152.975354637,-26.374103205999972,152.97536081315513,-26.374090637242418
CHILDERS RURAL,LORD STREET,CHILDERS,,152.29114264200007,-25.23945730099996,152.29114902310414,-25.239444655472465
CURRUMBIN VALLEY RURAL,691 TOMEWIN MOUNTAIN ROAD,CURRUMBIN VALLEY ,,153.388806831,-28.227758963999975,153.38881272856622,-28.227746451695086
CRYSTAL CREEK RURAL,11 BARRILGIE ROAD,COOLBIE,,146.28372189800007,-18.94960186299994,146.28372940647031,-18.94958865299998
BURNETT HEADS RURAL,BREWER STREET,BURNETT HEADS ,,152.40996570800007,-24.763952810999967,152.4099721336176,-24.763940173194715
CLEAR MOUNTAIN RURAL,445 CLEAR MOUNTAIN ROAD,CLEAR MOUNTAIN ,,152.89327870900001,-27.303361029999962,152.89328477822713,-27.303348460446554
WYANDRA TOWN RURAL,37 COOPER STREET,WYANDRA,,145.97881869200012,-27.246056833999944,145.97882552407518,-27.2460436689801
MALENY AND DISTRICT RURAL,2 DIXON AVENUE,MALENY ,,152.83646470400004,-26.755819461999977,152.83647084730677,-26.755806882425286
TOLMAH RURAL,1540 HUMBUG ROAD,TARA ,,150.2968259690001,-27.128905440999972,150.29683233763643,-27.12889262412095
GLENLYON RURAL,2628 GLENLYON DAM ROAD,GLENLYON,,151.4697448700001,-28.965077549999933,151.46975089256296,-28.965064855220536
WILDASH RURAL,143 MAHERS LANE,WILDASH,,152.05791131900003,-28.32699048199993,152.0579173525409,-28.32697783842434
CONWAY RURAL,56 DAVISON ROAD,WILSONS BEACH,,148.72722788500005,-20.47290559099997,148.72723507879397,-20.472892584285287
MINGELA RURAL,17 TOWERS STREET,MINGELA,,146.6347967060001,-19.879733579999936,146.63480411249336,-19.879720403677155
MINGELA RURAL,RAVENSWOOD ST,MINGELA,,146.63496535000002,-19.880282199999954,146.6349727564349,-19.880269023694318
PEACHESTER RURAL,PEACHESTER ROAD,PEACHESTER,,152.86916571000006,-26.835266392999984,152.86917184006668,-26.835253817319142
BLACK MOUNTAIN RURAL,191 MARY RIVER ROAD,COOROY,,152.88895208600002,-26.415679113999943,152.88895826585463,-26.41566653693688
ESK GROUP RURAL,85 PINE CRESCENT,ESK ,,152.42113178300008,-27.299789370999974,152.42113790310452,-27.299776754708173
LOCKYER VALLEY GROUP RURAL,14 BRIGHTVIEW ROAD,GLENORE GROVE ,,152.40902390000008,-27.530687624999928,152.4090299929996,-27.530675009344968
THE RIDGE RURAL,101 CHELDAN AVENUE,DALBY ,,151.32582774500008,-27.064471245999982,151.3258340104369,-27.064458522880354
CLOSEBURN RURAL,24 ANDREW ROAD,CLOSEBURN ,,152.8658754170001,-27.325296007999953,152.86588148640652,-27.325283435885257
APPLETHORPE RURAL,62 Scott Walker Drive,APPLETHORPE,,151.9828970000001,-28.623580999999945,151.98290300539796,-28.623568351490114
SOUTHBROOK LINTHORPE RURAL,SCHOOL ROAD,SOUTHBROOK ,,151.70592500200007,-27.677555439999935,151.7059311536759,-27.677542757598516
